310817	3000	1	100201	NULL	20200424142105	更优惠更省心	7	20200424142105	20200524142106
310817	3000	1	100201	NULL	20200424135137	更优惠更省心	0	20200424135137	20200524135137
310817	3000	1	100201	NULL	20200424142106	更优惠更省心	0	20200424142105	20200524142106
310817	36000	1	100201	NULL	20200424135100	包年	0	20200424135100	20210424135100
927827	150	0	11015321216	忌日快乐	20200424201111	NULL	7	20200424201111	20200426201111
1000712	250	0	11033150249	冰雪奇缘2（普通话）	20200424104929	NULL	7	20200424104930	20200426104930
1169621	4980	1	100201	NULL	20200424172520	NULL	7	20200424172520	20200524172520
1176979	3000	1	100201	NULL	20200424133319	更优惠更省心	0	20200425154156	20200525154156
1176979	3000	1	100201	NULL	20200424133319	更优惠更省心	7	20200425154156	20200525154156
1274642	99	1	100201	NULL	20200424182730	新用户特惠	0	20200424182730	20200524182730
1274642	36000	1	100201	NULL	20200424073630	包年	0	20200424073630	20210424073630
1283392	99	1	100201	NULL	20200424204534	NULL	0	20200424204534	20200524204534
1283392	99	1	100201	NULL	20200424204534	NULL	7	20200424204534	20200524204535
30544	99	1	100201	NULL	20200424205139	新用户特惠	0	20200424205139	20200524205139
30544	99	1	100201	NULL	20200424205153	新用户特惠	7	20200424205153	20200524205154
30544	3000	1	100201	NULL	20200424205154	更优惠更省心	0	20200424205153	20200524205154
43427	99	1	100201	NULL	20200424211132	新用户特惠	0	20200424211132	20200524211132
188515	3000	1	100201	NULL	20200424134003	更优惠更省心	7	20200425183022	20200525183022
188515	3000	1	100201	NULL	20200424134004	更优惠更省心	0	20200425183022	20200525183022
431138	3000	1	100201	NULL	20200424212250	更优惠更省心	0	20200424212250	20200524212250
502710	3000	1	100201	NULL	20200424221139	更优惠更省心	0	20200424221139	20200524221139
502710	3000	1	100201	NULL	20200424221215	更优惠更省心	0	20200424221215	20200524221215
755738	500	0	11032571276	NULL	20200424184016	NULL	0	20200424184141	20200426184141
755738	500	0	11032571276	冰雪奇缘2	20200424184016	NULL	7	20200424184016	20200426184016
1010856	3000	1	100201	NULL	20200424100953	NULL	0	20200424100953	20200524100953
1010856	3000	1	100201	NULL	20200424100953	NULL	7	20200424100953	20200524100953
480519	36000	1	100201	NULL	20200424133145	包年	0	20200424133145	20210424133145
587458	3000	1	100201	NULL	20200424180341	更优惠更省心	0	20200424180341	20200524180341
1053180	99	1	100201	NULL	20200424153237	新用户特惠	0	20200424153237	20200524153237
1053180	99	1	100201	NULL	20200424153415	新用户特惠	7	20200424153415	20200524153415
1053180	3000	1	100201	NULL	20200424153415	更优惠更省心	0	20200424153415	20200524153415
1119224	99	1	100201	NULL	20200424213029	新用户特惠	0	20200424213029	20200524213029
1179479	99	1	100201	NULL	20200424012756	NULL	0	20200424012756	20200524012756
1179479	99	1	100201	NULL	20200424012756	NULL	7	20200424012756	20200524012757
1207971	99	1	100201	NULL	20200424124015	NULL	0	20200424124015	20200524124015
1207971	99	1	100201	NULL	20200424124015	NULL	7	20200424124015	20200524124015
1217680	99	1	100201	NULL	20200424165907	NULL	0	20200424165907	20200524165907
1217680	99	1	100201	NULL	20200424165907	NULL	7	20200424165907	20200524165908
102402	99	1	100201	NULL	20200424181003	新用户特惠	0	20200424181003	20200524181003
222610	99	1	100201	NULL	20200424225006	新用户特惠	0	20200424225006	20200524225006
254532	49000	2	100206	NULL	20200424204653	NULL	7	20200424204653	20210424204653
451424	3000	1	100201	NULL	20200424141105	更优惠更省心	0	20200425152728	20200525152728
451424	3000	1	100201	NULL	20200424141105	更优惠更省心	7	20200425152728	20200525152728
731597	99	1	100201	NULL	20200424194719	新用户特惠	0	20200424194719	20200524194719
887435	600	0	11034065927	我们永不言弃	20200424231355	NULL	7	20200424231355	20200426231355
971029	36000	1	100201	NULL	20200424131317	包年	0	20200424131317	20210424131317
993970	4980	1	100201	NULL	20200424203751	NULL	0	20200424203751	20200524203751
1029537	36000	1	100201	NULL	20200424170836	包年	0	20200424170836	20210424170836
1085329	36000	1	100201	NULL	20200424140039	包年	0	20200424140039	20210424140039
1222488	3000	1	100201	NULL	20200424124851	更优惠更省心	0	20200425114749	20200525114749
1222488	3000	1	100201	NULL	20200424124851	更优惠更省心	7	20200425114749	20200525114749
1283508	500	0	11033150249	冰雪奇缘2（普通话）	20200424232429	NULL	1	20200424232429	20200426232429
1283508	500	0	11033150249	NULL	20200424232429	NULL	0	20200424232429	20200426232429
7922	12000	1	100201	NULL	20200424190956	包季	0	20200424190956	20200723190956
143271	3000	1	100201	NULL	20200424103938	更优惠更省心	0	20200425172006	20200525172006
143271	3000	1	100201	NULL	20200424103938	更优惠更省心	7	20200425172006	20200525172006
188754	36000	1	100201	NULL	20200424114225	包年	0	20200424114225	20210424114225
215704	3000	1	100201	NULL	20200424191938	更优惠更省心	0	20200424191938	20200524191938
246563	12000	1	100201	NULL	20200424210707	包季	0	20200424210707	20200723210707
310228	36000	1	100201	NULL	20200424163401	包年	0	20200424163401	20210424163401
339814	500	0	11033150249	冰雪奇缘2（普通话）	20200424194840	NULL	1	20200424194840	20200426194840
339814	500	0	11033150249	NULL	20200424194840	NULL	0	20200424194840	20200426194840
464431	36000	1	100201	NULL	20200424121609	包年	0	20200424121609	20210424121609
464431	36000	1	100201	NULL	20200424121610	包年	0	20200424121610	20210424121610
576946	36000	1	100201	NULL	20200424133654	包年	0	20200424133654	20210424133654
577946	250	0	11033150249	冰雪奇缘2（普通话）	20200424213451	NULL	7	20200424213451	20200426213451
584069	3000	1	100201	NULL	20200424112541	更优惠更省心	7	20200425223453	20200525223453
584069	3000	1	100201	NULL	20200424112542	更优惠更省心	0	20200425223453	20200525223453
624730	12000	1	100201	NULL	20200424175041	包季	7	20200424175045	20200723175045
816421	36000	1	100201	NULL	20200424054724	包年	0	20200424054724	20210424054724
845547	36000	1	100201	NULL	20200424200200	NULL	7	20200424200200	20210424200200
888148	99	1	100201	NULL	20200424190831	新用户特惠	0	20200424190831	20200524190831
935637	36000	1	100201	NULL	20200424111022	包年	0	20200424111022	20210424111022
1016060	36000	1	100201	NULL	20200424095327	包年	0	20200424095327	20210424095327
1085519	12000	1	100201	NULL	20200424071924	包季	0	20200424071924	20200723071924
1085519	36000	1	100201	NULL	20200424071604	包年	0	20200424071604	20210424071604
1230759	3000	1	100201	NULL	20200424232645	NULL	0	20200424232645	20200524232645
1230759	3000	1	100201	NULL	20200424232645	NULL	7	20200424232645	20200524232645
1285074	4980	1	100201	NULL	20200424184544	NULL	0	20200424184544	20200524184544
1285074	4980	1	100201	NULL	20200424184615	NULL	0	20200424184615	20200524184615
47879	2500	1	100201	NULL	20200424221941	包月	7	20200424222006	20200524222006
194809	36000	1	100201	NULL	20200424142014	包年	0	20200424142014	20210424142014
378082	3000	1	100201	NULL	20200424183601	更优惠更省心	0	20200424183601	20200524183601
479126	36000	1	100201	NULL	20200424122558	包年	0	20200424122558	20210424122558
535355	3000	1	100201	NULL	20200424102157	更优惠更省心	0	20200425130830	20200525130830
535355	3000	1	100201	NULL	20200424102157	更优惠更省心	7	20200425130830	20200525130830
546270	1200	0	11034065927	我们永不言弃	20200424193019	NULL	7	20200424193019	20200426193019
635611	3000	1	100201	NULL	20200424231335	更优惠更省心	0	20200424231335	20200524231335
789536	99	1	100201	NULL	20200424144815	新用户特惠	0	20200424144815	20200524144815
125245	36000	1	100201	NULL	20200424135257	包年	0	20200424135257	20210424135257
125245	36000	1	100201	NULL	20200424135437	包年	0	20200424135437	20210424135437
136383	36000	1	100201	NULL	20200424171253	包年	0	20200424171253	20210424171253
136383	36000	1	100201	NULL	20200424171823	包年	0	20200424171823	20210424171823
212730	36000	1	100201	NULL	20200424155333	包年	0	20200424155333	20210424155333
307602	36000	1	100201	NULL	20200424141822	包年	0	20200424141822	20210424141822
332467	3000	1	100201	NULL	20200424213211	更优惠更省心	0	20200424213211	20200524213211
332467	3000	1	100201	NULL	20200424213231	更优惠更省心	0	20200424213231	20200524213231
332467	3000	1	100201	NULL	20200424213231	更优惠更省心	7	20200424213231	20200524213231
360702	3000	1	100201	NULL	20200424132312	更优惠更省心	0	20200425104554	20200525104554
360702	3000	1	100201	NULL	20200424132312	更优惠更省心	7	20200425104554	20200525104554
379485	36000	1	100201	NULL	20200424154635	包年	0	20200424154635	20210424154635
481060	3000	1	100201	NULL	20200424194025	更优惠更省心	0	20200424194025	20200524194025
581856	3000	1	100201	NULL	20200424221045	更优惠更省心	0	20200424221045	20200524221045
581856	3000	1	100201	NULL	20200424221045	更优惠更省心	7	20200424221045	20200524221045
747602	36000	1	100201	NULL	20200424081954	包年	0	20200424081954	20210424081954
754710	99	1	100201	NULL	20200424213048	新用户特惠	0	20200424213048	20200524213048
758380	300	0	11012215828	NULL	20200424105744	NULL	0	20200424105744	20200426105744
758380	300	0	11012215829	NULL	20200424105809	NULL	0	20200424105809	20200426105809
758380	300	0	11012215828	欢乐好声音	20200424105744	NULL	1	20200424105744	20200426105744
758380	300	0	11012215829	欢乐好声音（普通话）	20200424105809	NULL	1	20200424105809	20200426105809
1007182	600	0	11034065927	我们永不言弃	20200424000819	NULL	7	20200424000819	20200426000819
1241081	4980	1	100201	NULL	20200424141342	NULL	0	20200424141342	20200524141342
1275121	99	1	100201	NULL	20200424112017	NULL	7	20200424112017	20200524112017
1275121	99	1	100201	NULL	20200424112017	NULL	0	20200424112017	20200524112017
20680	36000	1	100201	NULL	20200424090818	包年	0	20200424090818	20210424090818
32471	36000	1	100201	NULL	20200424122447	包年	0	20200424122447	20210424122447
297485	36000	1	100201	NULL	20200424181408	包年	0	20200424181408	20210424181408
303452	3000	1	100201	NULL	20200424111452	更优惠更省心	0	20200425211637	20200525211637
303452	3000	1	100201	NULL	20200424111452	更优惠更省心	7	20200425211637	20200525211637
307342	3000	1	100201	NULL	20200424205832	更优惠更省心	0	20200424205832	20200524205832
443129	3000	1	100201	NULL	20200424182727	更优惠更省心	0	20200424182727	20200524182727
652575	3000	1	100201	NULL	20200424072546	更优惠更省心	0	20200424072546	20200524072546
652575	3000	1	100201	NULL	20200424072546	更优惠更省心	7	20200424072546	20200524072546
652575	3000	1	100201	NULL	20200424072500	更优惠更省心	0	20200424072500	20200524072500
662855	3000	1	100201	NULL	20200424115536	更优惠更省心	0	20200425203010	20200525203010
662855	3000	1	100201	NULL	20200424115536	更优惠更省心	7	20200425203010	20200525203010
882038	36000	1	100201	NULL	20200424110523	包年	0	20200424110523	20210424110523
882038	36000	1	100201	NULL	20200424172724	包年	0	20200424172724	20210424172724
908332	12000	1	100201	NULL	20200424162115	包季	0	20200424162115	20200723162115
908332	3000	1	100201	NULL	20200424162119	更优惠更省心	0	20200424162119	20200524162119
908332	36000	1	100201	NULL	20200424162139	包年	0	20200424162139	20210424162139
908332	36000	1	100201	NULL	20200424162154	包年	0	20200424162154	20210424162154
920167	36000	1	100201	NULL	20200424172028	包年	0	20200424172028	20210424172028
1075709	3000	1	100201	NULL	20200424110951	NULL	0	20200424110951	20200524110951
1075709	3000	1	100201	NULL	20200424110951	NULL	7	20200424110951	20200524110951
1099638	99	1	100201	NULL	20200424125423	NULL	0	20200424125423	20200524125423
1099638	99	1	100201	NULL	20200424125423	NULL	7	20200424125423	20200524125423
1260939	99	1	100201	NULL	20200424090410	NULL	7	20200424090410	20200524090411
1260939	99	1	100201	NULL	20200424090410	NULL	0	20200424090410	20200524090410
806433	36000	1	100201	NULL	20200424092147	包年	0	20200424092147	20210424092147
838082	600	0	11034065927	我们永不言弃	20200424153838	NULL	7	20200424153838	20200426153838
1038218	36000	1	100201	NULL	20200424140130	包年	0	20200424140130	20210424140130
1144805	99	1	100201	NULL	20200424193156	新用户特惠	0	20200424193156	20200524193156
1267703	99	1	100201	NULL	20200424194348	NULL	7	20200424194348	20200524194349
1267703	99	1	100201	NULL	20200424194348	NULL	0	20200424194348	20200524194348
1268645	99	1	100201	NULL	20200424192927	新用户特惠	0	20200424192927	20200524192927
1268645	99	1	100201	NULL	20200424192713	新用户特惠	0	20200424192713	20200524192713
1268645	99	1	100201	NULL	20200424193036	新用户特惠	7	20200424193036	20200524193036
1268645	3000	1	100201	NULL	20200424193036	更优惠更省心	0	20200424193036	20200524193036
165796	3000	1	100201	NULL	20200424134718	更优惠更省心	7	20200425202827	20200525202827
165796	3000	1	100201	NULL	20200424134719	更优惠更省心	0	20200425202827	20200525202827
380014	36000	1	100201	NULL	20200424132810	包年	0	20200424132810	20210424132810
620125	36000	1	100201	NULL	20200424095134	包年	0	20200424095134	20210424095134
700591	3000	1	100201	NULL	20200424205905	更优惠更省心	0	20200424205905	20200524205905
899676	3000	1	100201	NULL	20200424103856	更优惠更省心	0	20200425150401	20200525150401
899676	3000	1	100201	NULL	20200424103856	更优惠更省心	7	20200425150401	20200525150401
916665	36000	1	100201	NULL	20200424202416	包年	7	20200424202422	20210424202422
1197145	99	1	100201	NULL	20200424202508	NULL	0	20200424202508	20200524202508
1197145	99	1	100201	NULL	20200424202508	NULL	7	20200424202508	20200524202508
1197573	3000	1	100201	NULL	20200424010132	NULL	0	20200424010132	20200524010132
1197573	3000	1	100201	NULL	20200424010132	NULL	7	20200424010132	20200524010133
1254321	99	1	100201	NULL	20200424202907	新用户特惠	0	20200424202907	20200524202907
1278702	99	1	100201	NULL	20200424200141	新用户特惠	0	20200424200141	20200524200141
1278702	99	1	100201	NULL	20200424200328	新用户特惠	7	20200424200328	20200524200328
1278702	3000	1	100201	NULL	20200424200328	更优惠更省心	0	20200424200328	20200524200328
170283	3000	1	100201	NULL	20200424184826	更优惠更省心	0	20200424184826	20200524184826
290738	3000	1	100201	NULL	20200424124134	更优惠更省心	0	20200424124134	20200524124134
290738	3000	1	100201	NULL	20200424124250	更优惠更省心	7	20200424124250	20200524124250
290738	3000	1	100201	NULL	20200424124251	更优惠更省心	0	20200424124250	20200524124250
300872	2500	1	100201	NULL	20200424160256	包月	0	20200424160256	20200524160256
308635	12000	1	100201	NULL	20200424194831	包季	0	20200424194831	20200723194831
340549	36000	1	100201	NULL	20200424131109	包年	0	20200424131109	20210424131109
369960	12000	1	100201	NULL	20200424114011	包季	0	20200424114011	20200723114011
424755	99	1	100201	NULL	20200424094823	新用户特惠	0	20200424094823	20200524094823
733452	36000	1	100201	NULL	20200424123153	包年	0	20200424123153	20210424123153
733452	36000	1	100201	NULL	20200424123533	包年	0	20200424123533	20210424123533
800912	12000	1	100201	NULL	20200424190529	包季	0	20200424190529	20200723190529
874500	36000	1	100201	NULL	20200424084046	包年	0	20200424084046	20210424084046
933178	3000	1	100201	NULL	20200424121346	更优惠更省心	0	20200425154645	20200525154645
933178	3000	1	100201	NULL	20200424121346	更优惠更省心	7	20200425154645	20200525154645
1102806	3000	1	100201	NULL	20200424113427	更优惠更省心	0	20200425215526	20200525215526
1102806	3000	1	100201	NULL	20200424113427	更优惠更省心	7	20200425215526	20200525215526
1229286	600	0	11034065927	我们永不言弃	20200424192552	NULL	7	20200424192552	20200426192552
82632	36000	1	100201	NULL	20200424141744	包年	0	20200424141744	20210424141744
114979	99	1	100201	NULL	20200424202619	新用户特惠	0	20200424202619	20200524202619
182796	36000	1	100201	NULL	20200424114521	包年	0	20200424114521	20210424114521
207548	36000	1	100201	NULL	20200424135851	包年	0	20200424135851	20210424135851
322098	3000	1	100201	NULL	20200424132250	更优惠更省心	7	20200425103558	20200525103558
322098	3000	1	100201	NULL	20200424132250	更优惠更省心	0	20200425103558	20200525103558
363342	12000	1	100201	NULL	20200424182451	包季	0	20200424182451	20200723182451
472276	36000	1	100201	NULL	20200424091356	包年	0	20200424091356	20210424091356
620771	3000	1	100201	NULL	20200424222058	更优惠更省心	0	20200424222058	20200524222058
620771	3000	1	100201	NULL	20200424222157	更优惠更省心	0	20200424222157	20200524222157
620771	3000	1	100201	NULL	20200424222157	更优惠更省心	7	20200424222157	20200524222157
645189	99	1	100201	NULL	20200424131930	新用户特惠	0	20200424131930	20200524131930
645189	36000	1	100201	NULL	20200424131900	包年	0	20200424131900	20210424131900
801540	36000	1	100201	NULL	20200424125051	包年	0	20200424125051	20210424125051
810618	3000	1	100201	NULL	20200424193215	更优惠更省心	0	20200424193215	20200524193215
840098	36000	1	100201	NULL	20200424151337	包年	0	20200424151337	20210424151337
878212	36000	1	100201	NULL	20200424095952	包年	0	20200424095952	20210424095952
897923	36000	1	100201	NULL	20200424115824	包年	0	20200424115824	20210424115824
997106	36000	1	100201	NULL	20200424210123	NULL	7	20200424210123	20210424210123
1003485	99	1	100201	NULL	20200424211308	NULL	7	20200424211308	20200524211308
1003485	99	1	100201	NULL	20200424211307	NULL	0	20200424211307	20200524211307
1018967	36000	1	100201	NULL	20200424090240	包年	0	20200424090240	20210424090240
1026937	250	0	11033150249	冰雪奇缘2（普通话）	20200424110648	NULL	7	20200424110648	20200426110648
1073030	3000	1	100201	NULL	20200424172428	NULL	0	20200424172428	20200524172428
1073030	3000	1	100201	NULL	20200424172428	NULL	7	20200424172428	20200524172428
1169158	3000	1	100201	NULL	20200424103308	NULL	7	20200425092328	20200525092328
177876	3000	1	100201	NULL	20200424211251	更优惠更省心	0	20200424211251	20200524211251
223962	99	1	100201	NULL	20200424210148	新用户特惠	0	20200424210148	20200524210148
243701	36000	1	100201	NULL	20200424165233	包年	0	20200424165233	20210424165233
472543	36000	1	100201	NULL	20200424080045	包年	0	20200424080045	20210424080045
619433	36000	1	100201	NULL	20200424150859	包年	0	20200424150859	20210424150859
719098	3000	1	100201	NULL	20200424141422	更优惠更省心	0	20200425172721	20200525172721
719098	3000	1	100201	NULL	20200424141422	更优惠更省心	7	20200425172721	20200525172721
738007	21000	1	100201	NULL	20200424194907	包半年	0	20200424194907	20201021194907
744600	3000	1	100201	NULL	20200424182127	更优惠更省心	0	20200424182127	20200524182127
744600	3000	1	100201	NULL	20200424182045	更优惠更省心	0	20200424182045	20200524182045
744600	3000	1	100201	NULL	20200424182127	更优惠更省心	7	20200424182127	20200524182127
901022	3000	1	100201	NULL	20200424101259	更优惠更省心	0	20200425203822	20200525203822
901022	3000	1	100201	NULL	20200424101259	更优惠更省心	7	20200425203822	20200525203822
946594	99	1	100201	NULL	20200424202401	新用户特惠	0	20200424202401	20200524202401
1278202	99	1	100201	NULL	20200424102126	NULL	0	20200424102126	20200524102126
1278202	99	1	100201	NULL	20200424102126	NULL	7	20200424102126	20200524102127
642586	3000	1	100201	NULL	20200424105611	更优惠更省心	7	20200425031622	20200525031622
642586	3000	1	100201	NULL	20200424105612	更优惠更省心	0	20200425031622	20200525031622
827974	3000	1	100201	NULL	20200424121316	更优惠更省心	7	20200425115207	20200525115207
827974	3000	1	100201	NULL	20200424121317	更优惠更省心	0	20200425115207	20200525115207
152093	3000	1	100201	NULL	20200424123716	更优惠更省心	7	20200425222143	20200525222143
152093	3000	1	100201	NULL	20200424123717	更优惠更省心	0	20200425222143	20200525222143
248647	3000	1	100201	NULL	20200424202902	更优惠更省心	0	20200424202902	20200524202902
323528	99	1	100201	NULL	20200424212635	新用户特惠	0	20200424212635	20200524212635
527173	3000	1	100201	NULL	20200424094508	NULL	0	20200424094508	20200524094508
527173	3000	1	100201	NULL	20200424094508	NULL	7	20200424094508	20200524094509
534768	3000	1	100201	NULL	20200424230048	更优惠更省心	0	20200424230048	20200524230048
556307	99	1	100201	NULL	20200424164137	新用户特惠	0	20200424164137	20200524164137
665117	99	1	100201	NULL	20200424184743	新用户特惠	0	20200424184743	20200524184743
665117	36000	1	100201	NULL	20200424085748	包年	0	20200424085748	20210424085748
743391	3000	1	100201	NULL	20200424201454	更优惠更省心	0	20200424201454	20200524201454
1081386	4980	1	100201	NULL	20200424180001	NULL	7	20200430084616	20200530084616
76215	99	1	100201	NULL	20200424211331	新用户特惠	0	20200424211331	20200524211331
184342	6400	2	100206	NULL	20200424160428	包月	0	20200424160428	20200524160428
418437	4980	1	100201	NULL	20200424102027	NULL	7	20200424102105	20200524102105
451834	3000	1	100201	NULL	20200424103533	更优惠更省心	0	20200424103533	20200524103533
451834	4980	1	100201	NULL	20200424103626	NULL	0	20200424103626	20200524103626
454329	250	0	11033150249	冰雪奇缘2（普通话）	20200424125249	NULL	7	20200424125250	20200426125250
482433	3000	1	100201	NULL	20200424112941	更优惠更省心	0	20200425093723	20200525093723
482433	3000	1	100201	NULL	20200424112941	更优惠更省心	7	20200425093723	20200525093723
541824	99	1	100201	NULL	20200424191340	新用户特惠	0	20200424191340	20200524191340
544376	3000	1	100201	NULL	20200424101138	更优惠更省心	7	20200425214850	20200525214850
544376	3000	1	100201	NULL	20200424101139	更优惠更省心	0	20200425214850	20200525214850
637572	3000	1	100201	NULL	20200424181306	更优惠更省心	0	20200424181306	20200524181306
695269	3000	1	100201	NULL	20200424212429	更优惠更省心	0	20200424212429	20200524212429
1061600	4980	1	100201	NULL	20200424201324	NULL	7	20200424201324	20200524201324
127243	36000	1	100201	NULL	20200424150343	包年	0	20200424150343	20210424150343
322468	3000	1	100201	NULL	20200424121307	更优惠更省心	7	20200425094528	20200525094528
322468	3000	1	100201	NULL	20200424121307	更优惠更省心	0	20200425094528	20200525094528
433849	3000	1	100201	NULL	20200424205436	更优惠更省心	0	20200424205436	20200524205436
446893	3000	1	100201	NULL	20200424133658	更优惠更省心	0	20200425171840	20200525171840
446893	3000	1	100201	NULL	20200424133658	更优惠更省心	7	20200425171840	20200525171840
520849	250	0	11033150249	冰雪奇缘2（普通话）	20200424134916	NULL	7	20200424134916	20200426134916
544800	36000	1	100201	NULL	20200424114419	包年	0	20200424114419	20210424114419
604325	36000	1	100201	NULL	20200424172119	包年	0	20200424172119	20210424172119
739180	500	0	11033150249	冰雪奇缘2（普通话）	20200424154259	NULL	7	20200424154259	20200426154259
822532	3000	1	100201	NULL	20200424113952	更优惠更省心	0	20200425191145	20200525191145
822532	3000	1	100201	NULL	20200424113952	更优惠更省心	7	20200425191145	20200525191145
855258	99	1	100201	NULL	20200424173741	新用户特惠	0	20200424173741	20200524173741
855258	99	1	100201	NULL	20200424173910	新用户特惠	7	20200424173910	20200524173911
